offset,error
-20,0.00016784133465696222
-19,0.00016605939159885136
-18,0.00016435715503013441
-17,0.00016273712825469938
-16,0.00016120179193828373
-15,0.00015975359000424609
-14,0.00015839491459998016
-13,0.00015712809026727725
-12,0.00015595535748516017
-11,0.00015487885578884002
-10,0.00015390060670134663
-9,0.00015302249674408039
-8,0.00015224626081635647
-7,0.00015157346625099602
-6,0.00015100549786106692
-5,0.00015054354429078616
-4,0.00015018858597068616
-3,0.00014994138495294371
-2,0.00014980247686740642
-1,0.00014977216519379381
0,0.00014985051799186005
1,0.00015003736717135821
2,0.00015033231032021
3,0.00015073471504484511
4,0.00015124372571435443
5,0.00015185827244270739
6,0.00015257708209291188
7,0.00015339869104611474
8,0.0001543214594478885
9,0.00015534358662475705
10,0.00015646312735565377
11,0.00015767800868569259
12,0.00015898604698139917
13,0.00016038496494696607
14,0.00016187240834751403
15,0.00016344596221668187
16,0.00016510316635989672
17,0.00016684153000011393
18,0.00016865854544772914
19,0.0001705517007101333
