offset,error
-20,0.0013031822827855367
-19,0.0012399360371507869
-18,0.0011767787520123581
-17,0.0011137256625816314
-16,0.0010507956284466127
-15,0.00098801226826440171
-14,0.00092540554310450735
-13,0.000863014006474219
-12,0.00080088806660136487
-11,0.00073909482233611449
-10,0.00067772540900145597
-9,0.0006169064604114883
-8,0.00055681852340233834
-7,0.00049772657612922775
-6,0.00044003222438025502
-5,0.00038436551928473041
-4,0.00033174894740874611
-3,0.00028388382590465529
-2,0.0002435877017845058
-1,0.00021515648696428721
0,0.0002036226484871921
1,0.00021176565324628428
2,0.00023757094310319709
3,0.00027613053989194108
4,0.00032290736029480239
5,0.00037483772457936709
6,0.000430058883316845
7,0.00048745382250718334
8,0.00054633796352294853
9,0.00060627762367657112
10,0.00066698836274671882
11,0.00072827742804097923
12,0.00079001028317942582
13,0.00085209052437509793
14,0.00091444744636388507
15,0.00097702811318725797
16,0.0010397921619758636
17,0.0011027083120769923
18,0.0011657519663870212
19,0.0012289035291455309
