offset,error
-20,0.0010343929976612627
-19,0.00098537380255610653
-18,0.00093644117143787734
-17,0.00088760946284922578
-16,0.00083889634422956358
-15,0.00079032378927959253
-14,0.00074191945269207497
-13,0.00069371859636203285
-12,0.00064576683691391326
-11,0.00059812414149364775
-10,0.00055087076209282999
-9,0.00050411624897690093
-8,0.00045801346726278918
-7,0.00041278091761260321
-6,0.00036873906579720257
-5,0.00032637038755133139
-4,0.00028641845943227009
-3,0.00025004452357363924
-2,0.00021903851549487849
-1,0.00019596532096866507
0,0.00018383666796213473
1,0.00018482007468220113
2,0.00019872109305843063
3,0.00022313853351477452
4,0.0002550699945152363
5,0.00029206130840988642
6,0.0003324276848020214
7,0.00037508108135489866
8,0.00041932422429321849
9,0.00046470331233652525
10,0.00051091579284172459
11,0.00055775458796445223
12,0.00060507429742865
13,0.00065277037268779848
14,0.00070076599432568006
15,0.00074900360408539513
16,0.00079743931091524911
17,0.00084603911245375739
18,0.00089477628928590579
19,0.00094362957319727662
