offset,error
-200,0.00092486648239947355
-199,0.00092166617521732797
-198,0.00091846616785609073
-197,0.00091526646404997203
-196,0.00091206706758357927
-195,0.00090886798229280173
-194,0.00090566921206569259
-193,0.00090247076084341111
-192,0.00089927263262113875
-191,0.00089607483144904304
-190,0.00089287736143325077
-189,0.00088968022673685358
-188,0.00088648343158090727
-187,0.00088328698024548813
-186,0.00088009087707074691
-185,0.00087689512645798562
-184,0.00087369973287077819
-183,0.00087050470083608873
-182,0.00086731003494543765
-181,0.00086411573985606469
-180,0.00086092182029215783
-179,0.00085772828104606238
-178,0.00085453512697954961
-177,0.00085134236302510417
-176,0.00084814999418723848
-175,0.00084495802554383239
-174,0.00084176646224750446
-173,0.00083857530952702298
-172,0.00083538457268873139
-171,0.0008321942571180279
-170,0.0008290043682808476
-169,0.00082581491172521802
-168,0.00082262589308280541
-167,0.00081943731807053032
-166,0.00081624919249221185
-165,0.0008130615222402336
-164,0.0008098743132972649
-163,0.00080668757173802178
-162,0.00080350130373105992
-161,0.00080031551554060501
-160,0.00079713021352844228
-159,0.00079394540415584085
-158,0.00079076109398551313
-157,0.00078757728968364439
-156,0.00078439399802194773
-155,0.00078121122587977612
-154,0.00077802898024628491
-153,0.00077484726822265031
-152,0.00077166609702432744
-151,0.00076848547398338353
-150,0.00076530540655086153
-149,0.00076212590229922665
-148,0.0007589469689248513
-147,0.00075576861425057269
-146,0.00075259084622830903
-145,0.0007494136729417468
-144,0.00074623710260907593
-143,0.00074306114358582275
-142,0.00073988580436770961
-141,0.00073671109359364361
-140,0.00073353702004872064
-139,0.00073036359266733853
-138,0.00072719082053639909
-137,0.0007240187128985516
-136,0.00072084727915556058
-135,0.00071767652887172483
-134,0.00071450647177740865
-133,0.00071133711777265516
-132,0.00070816847693088499
-131,0.00070500055950270275
-130,0.00070183337591980658
-129,0.00069866693679896828
-128,0.00069550125294616256
-127,0.00069233633536077235
-126,0.00068917219523991912
-125,0.00068600884398289539
-124,0.00068284629319573416
-123,0.00067968455469588499
-122,0.00067652364051702359
-121,0.0006733635629139847
-120,0.00067020433436783603
-119,0.00066704596759106869
-118,0.00066388847553297873
-117,0.00066073187138513019
-116,0.00065757616858701283
-115,0.00065442138083184639
-114,0.00065126752207254727
-113,0.00064811460652784085
-112,0.00064496264868856902
-111,0.00064181166332416659
-110,0.00063866166548932478
-109,0.00063551267053081758
-108,0.00063236469409455923
-107,0.00062921775213283719
-106,0.00062607186091175775
-105,0.00062292703701891041
-104,0.00061978329737124639
-103,0.0006166406592231831
-102,0.00061349914017496873
-101,0.00061035875818124389
-100,0.00060721953155990014
-99,0.00060408147900117566
-98,0.00060094461957702278
-97,0.00059780897275075735
-96,0.00059467455838699019
-95,0.00059154139676186068
-94,0.00058840950857357564
-93,0.00058527891495326328
-92,0.00058214963747616616
-91,0.00057902169817315426
-90,0.00057589511954260811
-89,0.00057276992456266709
-88,0.00056964613670384056
-87,0.00056652377994201905
-86,0.00056340287877187955
-85,0.00056028345822072792
-84,0.00055716554386275722
-83,0.00055404916183375997
-82,0.00055093433884630214
-81,0.00054782110220538574
-80,0.00054470947982460344
-79,0.00054159950024281324
-78,0.00053849119264133994
-77,0.00053538458686174894
-76,0.00053227971342416868
-75,0.00052917660354624718
-74,0.00052607528916267902
-73,0.00052297580294541671
-72,0.00051987817832452288
-71,0.00051678244950971236
-70,0.00051368865151262227
-69,0.00051059682016981172
-68,0.00050750699216653634
-67,0.00050441920506132055
-66,0.0005013334973113623
-65,0.00049824990829879759
-64,0.00049516847835784123
-63,0.00049208924880289411
-62,0.00048901226195757124
-61,0.00048593756118475598
-60,0.00048286519091768375
-59,0.00047979519669210416
-58,0.00047672762517957725
-57,0.00047366252422190581
-56,0.00047059994286681011
-55,0.00046753993140483547
-54,0.00046448254140758137
-53,0.00046142782576728489
-52,0.00045837583873780785
-51,0.0004553266359771069
-50,0.00045228027459120828
-49,0.00044923681317980083
-48,0.00044619631188344962
-47,0.00044315883243253531
-46,0.00044012443819798036
-45,0.00043709319424383309
-44,0.00043406516738178012
-43,0.00043104042622766698
-42,0.00042801904126010527
-41,0.00042500108488125826
-40,0.00042198663147989806
-39,0.00041897575749679422
-38,0.00041596854149257242
-37,0.00041296506421810132
-36,0.00040996540868756083
-35,0.00040696966025423862
-34,0.0004039779066892169
-33,0.00040099023826304888
-32,0.00039800674783053731
-31,0.00039502753091874928
-30,0.00039205268581840835
-29,0.00038908231367878126
-28,0.00038611651860621552
-27,0.00038315540776647406
-26,0.00038019909149100727
-25,0.00037724768338733873
-24,0.00037430130045372451
-23,0.00037136006319823055
-22,0.0003684240957624686
-21,0.00036549352605008993
-20,0.0003625684858603003
-19,0.00035964911102654828
-18,0.00035673554156060165
-17,0.00035382792180223879
-16,0.00035092640057471364
-15,0.00034803113134630607
-14,0.00034514227239808954
-13,0.00034225998699822651
-12,0.00033938444358296845
-11,0.00033651581594467463
-10,0.00033365428342701619
-9,0.00033080003112770574
-8,0.0003279532501089441
-7,0.00032511413761588575
-6,0.000322282897303382
-5,0.00031945973947123687
-4,0.00031664488130830507
-3,0.00031383854714563521
-2,0.00031104096871896692
-1,0.00030825238544081258
0,0.00030547304468241348
1,0.00030270320206577923
2,0.00029994312176606012
3,0.00029719307682451904
4,0.0002944533494722121
5,0.00029172423146468351
6,0.00028900602442772538
7,0.00028629904021442191
8,0.00028360360127352468
9,0.00028092004102923707
10,0.00027824870427241793
11,0.00027558994756316397
12,0.0002729441396446537
13,0.0002703116618681385
14,0.00026769290862871739
15,0.00026508828781167518
16,0.00026249822124885708
17,0.00025992314518457108
18,0.00025736351075028905
19,0.00025481978444735239
20,0.00025229244863668384
21,0.00024978200203431975
22,0.00024728896021145209
23,0.00024481385609734056
24,0.00024235724048333592
25,0.00023991968252593541
26,0.00023750177024647005
27,0.00023510411102484118
28,0.0002327273320842568
29,0.00023037208096363267
30,0.00022803902597392058
31,0.00022572885663423974
32,0.00022344228408315917
33,0.0002211800414601863
34,0.00021894288425182708
35,0.00021673159059623371
36,0.00021454696153985604
37,0.00021238982123899231
38,0.00021026101709860755
39,0.0002081614198401715
40,0.0002060919234898331
41,0.00020405344527766925
42,0.00020204692543817794
43,0.00020007332690192019
44,0.00019813363486760951
45,0.00019622885624380552
46,0.00019436001894900852
47,0.00019252817105893934
48,0.00019073437978974557
49,0.00018897973030614486
50,0.00018726532434378481
51,0.00018559227863584044
52,0.00018396172313452035
53,0.00018237479901941987
54,0.00018083265648593353
55,0.00017933645230862715
56,0.00017788734717654242
57,0.00017648650279962735
58,0.00017513507878823812
59,0.00017383422931058467
60,0.00017258509953623624
61,0.00017138882187746874
62,0.00017024651204379699
63,0.00016915926492924683
64,0.00016812815035572814
65,0.000167154208700077
66,0.00016623844643630679
67,0.00016538183162831215
68,0.00016458528941197089
69,0.00016384969750846929
70,0.00016317588181342582
71,0.0001625646121081681
72,0.00016201659794078872
73,0.00016153248472480436
74,0.00016111285010280302
75,0.00016075820062073478
76,0.00016046896875606301
77,0.00016024551033948958
78,0.00016008810240539497
79,0.00015999694150104399
80,0.00015997214247836158
81,0.00016001373778563337
82,0.00016012167726925716
83,0.00016029582848847403
84,0.00016053597753845085
85,0.00016084183036991486
86,0.0001612130145864716
87,0.0001616490816942531
88,0.00016214950977269912
89,0.00016271370653008421
90,0.00016334101270332508
91,0.00016403070575809158
92,0.00016478200384315326
93,0.00016559406995137941
94,0.00016646601623954545
95,0.00016739690845952765
96,0.00016838577045491697
97,0.0001694315886790455
98,0.00017053331669321121
99,0.00017168987960700639
100,0.00017290017842634117
101,0.00017416309427849497
102,0.00017547749248764298
103,0.00017684222647832741
104,0.00017825614148835411
105,0.00017971807807657509
106,0.00018122687541463804
107,0.00018278137435539144
108,0.0001843804202737109
109,0.00018602286567852955
110,0.00018770757259737605
111,0.00018943341473693051
112,0.00019119927942517871
113,0.00019300406934216725
114,0.00019484670404784727
115,0.00019672612131638151
116,0.00019864127828719735
117,0.00020059115244348128
118,0.00020257474242923207
119,0.00020459106871612153
120,0.000206639174131364
121,0.00020871812425774842
122,0.0002108270077166261
123,0.00021296493634438948
124,0.00021513104527256919
125,0.00021732449292114823
126,0.00021954446091425412
127,0.00022179015392685103
128,0.00022406079947047021
129,0.00022635564762553916
130,0.00022867397072725534
131,0.00023101506301146784
132,0.00023337824022647818
133,0.00023576283921616288
134,0.00023816821747940832
135,0.0002405937527102854
136,0.00024303884232302814
137,0.00024550290296548237
138,0.00024798537002427087
139,0.00025048569712458055
140,0.00025300335562719546
141,0.00025553783412499495
142,0.00025808863794101437
143,0.00026065528862973767
144,0.00026323732348321037
145,0.00026583429504323383
146,0.00026844577062081057
147,0.00027107133182376427
148,0.00027371057409333757
149,0.00027636310625039808
150,0.00027902855005185222
151,0.00028170653975759523
152,0.00028439672170839408
153,0.00028709875391489477
154,0.00028981230565792217
155,0.00029253705710016172
156,0.00029527269890924652
157,0.00029801893189224256
158,0.0003007754666414267
159,0.00030354202319129889
160,0.00030631833068666374
161,0.00030910412706158482
162,0.00031189915872910427
163,0.00031470318028141995
164,0.00031751595420034763
165,0.00032033725057785585
166,0.00032316684684632218
167,0.00032600452751840056
168,0.00032885008393608654
169,0.00033170331402883774
170,0.00033456402208041636
171,0.00033743201850418753
172,0.00034030711962665741
173,0.00034318914747891134
174,0.00034607792959576297
175,0.00034897329882231328
176,0.00035187509312767118
177,0.0003547831554256068
178,0.00035769733340186241
179,0.00036061747934790998
180,0.00036354345000092934
181,0.00036647510638973362
182,0.00036941231368646879
183,0.00037235494106386857
184,0.00037530286155784112
185,0.00037825595193518604
186,0.00038121409256626238
187,0.00038417716730240514
188,0.0003871450633579372
189,0.00039011767119655276
190,0.00039309488442194066
191,0.00039607659967248163
192,0.00039906271651984849
193,0.00040205313737136074
194,0.00040504776737595018
195,0.0004080465143336099
196,0.00041104928860816208
197,0.00041405600304323563
198,0.00041706657288134025
199,0.00042008091568586218
