offset,error
-20,0.001015781179669772
-19,0.00096672732264473137
-18,0.00091776831512016327
-17,0.00086892023796899089
-16,0.00082020296066953483
-15,0.00077164130891043499
-14,0.00072326668381286958
-13,0.00067511934563283904
-12,0.00062725169416059056
-11,0.00057973307518077992
-10,0.00053265697460908447
-9,0.00048615203220156499
-8,0.00044039929884000733
-7,0.00039565989124123573
-6,0.00035232014296892987
-5,0.00031096592273463226
-4,0.00027250279967087643
-3,0.00023833475263320119
-2,0.00021056328780350944
-1,0.00019198480064985257
0,0.00018538421136074951
1,0.00019200098518358578
2,0.00021059305221130992
3,0.0002383747534961891
4,0.00027255035652943942
5,0.00031101929822976515
6,0.00035237833659476989
7,0.00039572238802506563
8,0.00044046588804755993
9,0.00048622269317029918
10,0.00053273180744942638
11,0.00057981225870576782
12,0.00062733545996065726
13,0.0006752079617703509
14,0.00072336044434345367
15,0.00077174052700869984
16,0.00082030796403495206
17,0.00086903136570679388
18,0.0009178859155970421
19,0.00096685175200209668
