joint_0_position,joint_1_position,joint_2_position,joint_3_position,joint_4_position,joint_5_position,arm_position_x,arm_position_y,arm_position_z,wrench
-0.025508186683563555,-0.42088121891236158,0.20176753850000001,1.5611416292422839,-0.026780753954026328,0.41806147754636608,-0.004301358237003123,0.07978093604642453,-0.1781704151957037,-0.34580470937485452
-0.02551590941643778,-0.42085805071373888,0.20179346430000003,1.5611416292422839,-0.026780753954026328,0.41806147754636608,-0.004303384991236914,0.07978739884979591,-0.1781958854455953,0.017216634485401686
-0.025508186683563555,-0.420827159782242,0.20184661219000002,1.5611416292422839,-0.026917390453791771,0.41817289545006248,-0.0043020654086111014,0.07980360180940724,-0.1782468737795344,0.27184712184722831
-0.025508186683563555,-0.42078082338499662,0.20192179701000001,1.5611416292422839,-0.026917390453791771,0.41817289545006248,-0.004303909796456783,0.07982605125118165,-0.17831917423401283,0.38073322080786731
-0.025508186683563555,-0.42068815059050596,0.20201901876000003,1.5611416292422839,-0.026917390453791771,0.41817289545006248,-0.004306361575227035,0.07984922536512656,-0.17841528456123307,0.42272056912978634
-0.025508186683563555,-0.42059547779601525,0.20210198132000001,1.5611416292422839,-0.026780753954026328,0.41806147754636608,-0.004309724944898276,0.07986656288819703,-0.17849839219073949,0.44178206783765162
-0.02550046395068933,-0.42047191407002765,0.20218494388000002,1.5607222493553148,-0.026780753954026328,0.41806147754636608,-0.004310528767789542,0.07987845811833197,-0.17858395926052126,0.500649202026207
-0.02550046395068933,-0.42034835034404006,0.20226531386000002,1.5611416292422839,-0.026780753954026328,0.41814315628650661,-0.004312651000037474,0.07988908882865826,-0.1786672160386245,0.591811522795895
-0.02550046395068933,-0.42020934115230402,0.20235735045000003,1.5611416292422839,-0.026644117454260888,0.41803173838281016,-0.004316319712656994,0.07990179383637248,-0.17876232182794083,0.63831498500848061
-0.02550046395068933,-0.42007805469344223,0.20244290559000003,1.5611416292422839,-0.026644117454260888,0.41803173838281016,-0.004318578613157211,0.07991320964393728,-0.17885089811223032,0.6572337101312713
-0.025508186683563555,-0.41992360003595769,0.20253105331000001,1.5611416292422839,-0.026507480954495448,0.41792032047911376,-0.004323570547087677,0.0799215161253286,-0.17894366807950124,0.69734390708703542
-0.025492741217815106,-0.41976914537847321,0.20261920103000003,1.5611416292422839,-0.026507480954495448,0.41792032047911376,-0.004323172750330261,0.0799297933161596,-0.1790365416686514,0.70001814068278567
-0.025492741217815106,-0.41961469072098873,0.20270734875000002,1.5611416292422839,-0.026370844454730008,0.41780890257541731,-0.004326782381917035,0.0799380461691025,-0.17912935854617246,0.74599488647261936
-0.025492741217815106,-0.41946023606350424,0.20281105195000002,1.5611416292422839,-0.026370844454730008,0.41772722383527677,-0.0043295108840468235,0.07995260510202737,-0.17923638133754966,0.6913412502405103
-0.02550046395068933,-0.41928261320739707,0.20289012564000003,1.5611416292422839,-0.026370844454730008,0.41772722383527677,-0.004333098346153292,0.07995294968928934,-0.17932274269440573,0.78356830265495825
-0.025485018484940881,-0.41914360401566103,0.20298345852000002,1.5611416292422839,-0.026234207954964565,0.41761580593158037,-0.004334027280713921,0.07996600127582913,-0.17941914749921528,0.79444326941752041
-0.025485018484940881,-0.41894281296093122,0.20308586543000001,1.5611416292422839,-0.026234207954964565,0.41761580593158037,-0.004336819820491869,0.07997162238133845,-0.17952871531533332,0.74725594828344821
-0.025477295752066656,-0.41877291283769824,0.20316364283000002,1.5611416292422839,-0.026097571455199125,0.41750438802788392,-0.004338832635067849,0.07997274031209611,-0.17961336530319033,0.80123326778286763
-0.025485018484940881,-0.41858756724871687,0.20325956829000003,1.5611416292422839,-0.026097571455199125,0.41750438802788392,-0.004342830353561453,0.07997842989018145,-0.17971576152874114,0.79248196449648889
-0.025469573019192435,-0.41841766712548395,0.20335030859000003,1.5611416292422839,-0.025960934955433685,0.41747464886432806,-0.004343755089871,0.0799847577660771,-0.17981229810806051,0.75135014401369093
-0.025477295752066656,-0.41822459880362833,0.20343716002000001,1.5611416292422839,-0.025824298455668245,0.41736323096063166,-0.004348801882000636,0.0799853062481505,-0.17990704129553003,0.80139939574877384
-0.02546185028631821,-0.41802380774889847,0.20352919661000002,1.5611416292422839,-0.025824298455668245,0.41736323096063166,-0.004348572956779205,0.07998653343304785,-0.1800072441461716,0.81561597383587014
-0.02546185028631821,-0.41781529396129441,0.20362382578000002,1.5611416292422839,-0.025687661955902802,0.41725181305693521,-0.004352442407622405,0.07998738630017575,-0.1801103763880122,0.80317226928555163
-0.02544640482056976,-0.41767628476955837,0.20371975124000002,1.5611416292422839,-0.025687661955902802,0.41725181305693521,-0.004352173893221322,0.08000125253633888,-0.18020920784628286,0.77832675048677902
-0.025438682087695536,-0.417490939180577,0.20380789896000001,1.5611416292422839,-0.025687661955902802,0.41708845557665408,-0.00435320845654824,0.08000358186073149,-0.1803046118838115,0.80888291957177605
-0.025438682087695536,-0.41732876179021827,0.20387660233000002,1.5611416292422839,-0.025551025456137362,0.41697703767295768,-0.004356379081607469,0.08000217999735408,-0.18038036893217943,0.94157028422740219
-0.02544640482056976,-0.41715886166698535,0.20393363909000001,1.5611416292422839,-0.025414388956371922,0.41686561976926123,-0.004360687802115387,0.07999463461934972,-0.18044605140133263,1.1667447299228997
-0.025438682087695536,-0.41698896154375242,0.20398808327000001,1.5611416292422839,-0.025277752456606482,0.4166725231254243,-0.004362149231369153,0.07998601910524852,-0.18050943404141487,1.3665546441858478
-0.02544640482056976,-0.41678817048902256,0.20404900890000002,1.5613513191857684,-0.025277752456606482,0.41659084438528371,-0.004365369039320093,0.07997438261987,-0.18058116342317612,1.5079125742602137
-0.02544640482056976,-0.41661054763291538,0.20410604566000001,1.5609319392987993,-0.025141115956841039,0.41631606900130613,-0.004368300577447133,0.07996546723281099,-0.1806474654018982,1.6970880870556806
-0.025438682087695536,-0.41640975657818557,0.20416308242000003,1.5613513191857684,-0.025141115956841039,0.41607103278088442,-0.004368640418903741,0.07995216530249656,-0.18071573130860882,1.9550179671166339
-0.025438682087695536,-0.41623985645495265,0.20421752660000003,1.5613513191857684,-0.025004479457075603,0.41587793613704743,-0.004371495621578943,0.07994346673042438,-0.18077908914460356,2.1307427492775926
-0.025438682087695536,-0.41605451086597123,0.20427326707000001,1.5613513191857684,-0.025004479457075603,0.41571457865676631,-0.0043731690460569505,0.07993247694288504,-0.18084486712808817,2.3347421840524607
