x-position,y-position,z-position,wrench
0.04217608116424872,0.029781157342213198,-0.18082298682564915,-0.18670250323742266
0.04218069667014526,0.02978591586444631,-0.18086156940629736,0.20330252215536851
0.042193824209781836,0.029795192138829234,-0.18093651719602905,0.31360924647907185
0.04220754163733818,0.02980730459100118,-0.1810202967607435,0.39460449202584696
0.04221367036516506,0.029816542919697698,-0.18109688206297916,0.53043467896431429
0.04222275813327128,0.02982639438737622,-0.18118615630199192,0.51424439517283005
0.04222850974602633,0.02983685729446007,-0.18128015023945535,0.56851270778168828
0.04223768248344261,0.02984628802344593,-0.18137621181608876,0.61371837204228674
0.04224229462142137,0.029854414821190042,-0.18146546091870486,0.6251525067416337
0.04224437599884268,0.02986280870684665,-0.18155660129842238,0.66254816247452741
0.042250853399596736,0.029871668470408803,-0.18164937993262592,0.69105272236363224
0.04225716311809527,0.029881043029561755,-0.18174611131127597,0.71058940181644881
0.042260990005490336,0.02988920808981349,-0.18184496476032433,0.66601724068470469
0.042264264631362576,0.02989798034977208,-0.1819478877425066,0.67369413919542687
0.04226713326406861,0.029904491652385373,-0.18203644917693348,0.71444019523017632
0.04226920609160244,0.02991242979747711,-0.18213439270067044,0.7248077640829772
0.042272472070076984,0.02991973479612077,-0.18223755137173325,0.71686933351479765
0.04227484595599348,0.029926416472317124,-0.18233697380746403,0.67819873062425429
0.04227404996480663,0.02993186153212585,-0.1824292458736086,0.73113111320689228
0.04227614331190899,0.029936907368025206,-0.18252764865309595,0.72179702632556508
0.04227793079805792,0.029941638796252706,-0.1826248235494505,0.76812484958270622
0.04228153124115196,0.029948516570551725,-0.18272530957232686,0.7291986613707262
0.0422795107220564,0.029950638097041748,-0.18280627179656855,0.8498389794629464
0.042277659064798676,0.02994989140842944,-0.18286879958084432,1.0735128141001145
0.04227520002508349,0.029951200870528754,-0.18293517096170764,1.2726066564444933
0.04227303799602751,0.02995023738893121,-0.18299645473089937,1.4853718694073317
0.04227470365960324,0.029948647151527646,-0.1830623652405227,1.7188116088637995
0.04227610841707673,0.02994851461740577,-0.18312811664946876,1.9225434529322762
0.042275619662286434,0.029947735101529156,-0.1831903258300443,2.1350506499265238
0.04227155786270285,0.029944452043921786,-0.18325646081293084,2.3425384604349762
0.04226617467776266,0.029938190671002514,-0.1833233839732247,2.5163562661363303
