joint_3_position,joint_5_position,joint_2_position,joint_1_position,polaris_position_y,polaris_position_x,polaris_position_z,joint_0_position,joint_4_position,arm_position_z,arm_position_y,arm_position_x
1.0180446756173656,0.82124335294710904,0.071310209190000001,-0.656524967103574,0.046106364578008652,-0.24983319640159607,0.018633952364325523,-0.78656034323976631,-0.59313904548177698,-0.037302582324844256,0.040724959880306014,-0.03125968023707463
1.0786450692843934,0.82812797601736388,0.099627664240000011,-0.70137087690419575,0.040922779589891434,-0.23161894083023071,-0.0025389695074409246,-0.69156300615393063,-0.51744242461172296,-0.055571784811175404,0.060948569698235096,-0.04086076568066084
1.0757094100756099,0.82761611900204379,0.12993233186,-0.69709248289187542,0.028719356283545494,-0.21450410783290863,-0.024061493575572968,-0.69760990599444839,-0.51921869910867369,-0.07332004756976254,0.08011770080331794,-0.056272732342499306
1.0763384799060636,0.82780921564588084,0.15989737150000002,-0.69710792835762381,0.017387060448527336,-0.1974128782749176,-0.04553801566362381,-0.69755584686432881,-0.51935533560843916,-0.09093203786085198,0.0993549372299167,-0.0710240495399635
1.0759191000190946,0.82764585816559977,0.18988574436000002,-0.697115651090498,0.0058608017861843109,-0.18024648725986481,-0.067120395600795746,-0.69750951046708354,-0.51935533560843916,-0.10855542861670131,0.11860999380367636,-0.0857872460861077
1.0759191000190946,0.82764585816559977,0.21961356293000003,-0.697115651090498,-0.0054504089057445526,-0.163228839635849,-0.088248379528522491,-0.69750951046708354,-0.51935533560843916,-0.12602440478764182,0.1376956027769186,-0.10042683619616354
1.1910388789920983,0.6151234907464127,0.21972245129000001,-0.48941275043822985,-0.025835216045379639,-0.1444019079208374,-0.05478479340672493,-0.7019500818697626,-0.59368559148083877,-0.14502676645500714,0.10117173814532228,-0.11644579687891801
1.1956520577487579,0.61270245186719963,0.19004000287000003,-0.48856324982206517,-0.01136606652289629,-0.16357949376106262,-0.037991564720869064,-0.69856752487085227,-0.59231922648318436,-0.12542829993542493,0.08706261976550334,-0.09916619097287736
1.1956520577487579,0.61245741564677791,0.16007107436000001,-0.48842424063032913,0.0030416117515414953,-0.18346603214740753,-0.021164145320653915,-0.69852118847360689,-0.59231922648318436,-0.10517558183726503,0.07297783567374405,-0.08214915240633976
1.1952326778617888,0.61237573690663738,0.13006196086000002,-0.48837790423308375,0.017536791041493416,-0.20330248773097992,-0.0043758484534919262,-0.69847485207636151,-0.59231922648318436,-0.08488521605363611,0.05889321159598884,-0.06510580061253676
1.1952326778617888,0.6122123794263562,0.10006969913000001,-0.48830067690434154,0.031935159116983414,-0.22317230701446533,0.012498716823756695,-0.69846712934348731,-0.59231922648318436,-0.06460509318828096,0.04481471557866859,-0.04807513318179851
1.1952326778617888,0.61237573690663727,0.07009299288000001,-0.48829295417146729,0.046467892825603485,-0.24294057488441467,0.029365180060267448,-0.69845168387773893,-0.59231922648318436,-0.04433166394927082,0.030751354421367002,-0.031051154178072488
1.3317408310702141,0.37921672404123524,0.070282251220000008,-0.28784942242097017,0.041947998106479645,-0.23931995034217834,0.040504295378923416,-0.70992766492883652,-0.66077411286567,-0.04824188904601612,0.018831666342704525,-0.03430431355678452
1.3432737779618631,0.36545617026788135,0.099895996270000009,-0.28040470793021771,0.026057850569486618,-0.21727578341960907,0.029930412769317627,-0.6982895064873802,-0.65571856237434878,-0.07056308745625343,0.02652754254481579,-0.05217062196229873
1.3432737779618631,0.36540423069129674,0.12991159122000001,-0.28012668954674563,0.0092860506847500801,-0.19552133977413177,0.018348179757595062,-0.69842079294624193,-0.65585519887411414,-0.09265359046274668,0.03480193403533242,-0.07073126284570715
1.3434834679053476,0.36540423069129674,0.15989477892000001,-0.28006490768375186,-0.0076175779104232788,-0.17374275624752045,0.0070810029283165932,-0.69845168387773893,-0.65585519887411414,-0.1147211234758417,0.04308164997248938,-0.0892643738011755
1.3434834679053476,0.36504777656717857,0.18984685566000001,-0.28007263041662606,-0.024252902716398239,-0.15197360515594482,-0.004313366487622261,-0.69847485207636151,-0.65571856237434878,-0.13676307548863523,0.05136238993079611,-0.10777817064370761
1.3434834679053476,0.36480274034675686,0.21962522954000002,-0.28005718495087761,-0.040879815816879272,-0.13028362393379211,-0.01548685971647501,-0.6985134657407327,-0.65571856237434878,-0.15867535248419892,0.05959086523666567,-0.12618765248709404
1.5089288333146373,0.10291844538649808,0.21972115500000003,-0.074130512859681072,-0.051662962883710861,-0.12353815138339996,0.026488993316888809,-0.69944791641851389,-0.68263595282814049,-0.16482120219659988,0.015995424354545137,-0.1311826361885315
1.5124935623538742,0.097958242650952598,0.19004907690000003,-0.071110924305859288,-0.03366880863904953,-0.14585117995738983,0.032633822411298752,-0.69872970226121101,-0.68236267982860965,-0.14229212209613,0.013230784874358333,-0.11205904781746959
1.5124935623538742,0.097854363497783259,0.16005681517000001,-0.07097963784699747,-0.015236249193549156,-0.16863769292831421,0.037950295954942703,-0.69869881132971412,-0.68263595282814049,-0.11939023867352926,0.011079856375104412,-0.0928102668158638
1.5120741824669053,0.097854363497783259,0.13005159054000001,-0.070902410518255229,0.0030758294742554426,-0.19143258035182953,0.043380208313465118,-0.69867564313109143,-0.68263595282814049,-0.09647564169221712,0.008944813061191527,-0.07355714223883161
1.5120741824669053,0.097772684757642669,0.10005155107000001,-0.070848351388135652,0.021454522386193275,-0.21414574980735779,0.048891358077526093,-0.69868336586396562,-0.68263595282814049,-0.07356228362905724,0.006814476402181994,-0.05431036724078774
1.5120741824669053,0.097609327277361491,0.070095585460000012,-0.070755678593644955,0.039788231253623962,-0.23687548935413361,0.054366506636142731,-0.69859069306947497,-0.68263595282814049,-0.05068637049063676,0.0046881228252691354,-0.035086396305501366
1.675212958497865,-0.15575854047721471,0.070039844990000003,0.12388808076830958,0.03883366659283638,-0.23712313175201416,0.06702394038438797,-0.69783386524780089,-0.6811329513307206,-0.050374818054966956,-0.00819320992658008,-0.03480618032297139
1.6865362154460295,-0.17510927897855305,0.09990507030000001,0.13780444540766215,0.019745040684938431,-0.21458666026592255,0.068604126572608948,-0.69810416089839877,-0.68003985933259714,-0.07292389248758066,-0.013207079874972636,-0.05376673968632713
1.6869555953329984,-0.17502760023841252,0.12991288751000002,0.13809790925688267,0.00053092167945578694,-0.19184529781341553,0.069472424685955048,-0.69814277456276985,-0.68003985933259714,-0.09568675849392388,-0.017366724835218728,-0.07287225962706166
1.6869555953329984,-0.17546573310267116,0.15988829747000002,0.13822147298287027,-0.018590491265058517,-0.16917096078395844,0.070115320384502411,-0.69818138822714104,-0.67990322283283167,-0.11842491517126251,-0.021511522536569846,-0.09196093135662062
1.6869555953329984,-0.17562909058295229,0.18988963323000002,0.13830642304448673,-0.037728797644376755,-0.14638888835906982,0.07097800076007843,-0.69818911096001524,-0.67990322283283167,-0.14118468575829912,-0.025660302769618226,-0.11106224127444489
1.6869555953329984,-0.17571076932309287,0.21969004404000003,0.13832959124310942,-0.056864898651838303,-0.12378314137458801,0.0718349888920784,-0.69824317009013481,-0.67990322283283167,-0.16378656769899264,-0.029773498563111928,-0.13004429561041042
1.8467393322682062,-0.4303950612066188,0.21974837709000003,0.34480457736837589,-0.055523231625556946,-0.13104601204395294,0.1155674159526825,-0.69626615047433338,-0.64383118689475538,-0.1556531656254136,-0.07286481082477232,-0.12326328494630737
1.8505137512509275,-0.43582313596997879,0.19006333609000001,0.34739169288124111,-0.036684364080429077,-0.15281885862350464,0.10917665809392929,-0.6975790150629515,-0.64328464089569359,-0.13394573057961914,-0.06329061661815136,-0.10542151709587477
1.8503040613074428,-0.43606817219040045,0.16003088937000001,0.34760020666884517,-0.01771373488008976,-0.17468458414077759,0.10215448588132858,-0.69763307419307108,-0.64328464089569359,-0.11229100689237169,-0.053094881766722835,-0.08728118023812888
1.8503040613074428,-0.43606817219040045,0.13005159054000001,0.34766198853183899,0.0014885930577293038,-0.19636878371238708,0.095314957201480865,-0.69765624239169377,-0.64328464089569359,-0.09068627050915361,-0.0428898006534902,-0.06917458342438794
1.8503040613074428,-0.43623152967068163,0.10005673623000001,0.34773921586058121,0.020574640482664108,-0.2180505245923996,0.08843095600605011,-0.69765624239169377,-0.64328464089569359,-0.06907292884099636,-0.032677260235729796,-0.05105647622725978
1.8503040613074428,-0.43614985093054098,0.070094289170000004,0.34777010679207809,0.039673175662755966,-0.23976190388202667,0.081561334431171417,-0.69766396512456796,-0.64328464089569359,-0.047484688260934924,-0.022468742542033637,-0.0329599909465757
1.673535438949989,-0.38763151225627157,0.068711147740000006,0.36756347114871551,0.059764258563518524,-0.23219199478626251,0.084306634962558746,-0.28164034519009362,-0.27176999803346102,-0.056057929612326356,-0.022468685940340766,-0.013689957396061107
1.6894718746548125,-0.36501747400945517,0.10002951414000001,0.3489053485245891,0.045203600078821182,-0.20482344925403595,0.091143734753131866,-0.33749114933648527,-0.31262431146332775,-0.08335828200904148,-0.03213515908627744,-0.026306204408468637
1.6880040450504212,-0.36788376866490191,0.12991159122000001,0.34915247597656429,0.035371456295251846,-0.17821395397186279,0.09930901974439621,-0.33266444129009498,-0.31221440196403139,-0.11001798457296566,-0.042375519010256685,-0.03507417959335265
1.6882137349939055,-0.3676316095325054,0.15989866779,0.349245148771055,0.02497468888759613,-0.1515655517578125,0.10757050663232803,-0.33271850042021456,-0.31112130996590792,-0.1366437532382558,-0.052647898485838396,-0.04429163141442085
1.6882137349939055,-0.3671788150057449,0.18987018888000001,0.34926059423680345,0.014588571153581142,-0.12499942630529404,0.11576289683580399,-0.33272622315308875,-0.31057476396684613,-0.16326019254139584,-0.06290636111413142,-0.053495614840738726
1.6882137349939055,-0.36720101541877376,0.21975615483000002,0.34927603970255189,0.0040975096635520458,-0.098517544567584991,0.12402263283729553,-0.33274939135171144,-0.31084803696637703,-0.18979925045866927,-0.07313641660971452,-0.0626691198753229
1.6198548134179507,-0.15463820434684852,0.21973411790000003,0.14080858849573549,0.0072272554971277714,-0.08887626975774765,0.081069886684417725,-0.33317414165979381,-0.32902069143518059,-0.1999987776576972,-0.02999955978988388,-0.06610606312719093
