arm_position_x,arm_position_y,arm_position_z,wrench
-0.04961561891885678,0.07665984314118565,-0.1471987894607254,-0.34405763646813164
-0.049609992334977766,0.07667257404870091,-0.14725464766765792,-0.15047261664902775
-0.049620835901417394,0.07669175647462419,-0.14731421309587248,0.06108361640632598
-0.049625362607733266,0.07670576681227528,-0.1473877463254332,0.20434821409649295
-0.04962948212746338,0.07671919214202798,-0.14746019126350035,0.34528096169921052
-0.04963466517090888,0.07673368531462116,-0.1475469643918168,0.37396233929326661
-0.04964295119167126,0.07675157863100215,-0.14763133573718068,0.4678880242104132
-0.049643341779505336,0.0767617897763974,-0.14771888253786647,0.53339603882126552
-0.04964629452707281,0.07676779520065946,-0.1478066352870693,0.54665585937928962
-0.04965250177405644,0.07677788852683845,-0.14790030498874338,0.58108847516591511
-0.04965448054492509,0.07678484955358697,-0.14799243736764453,0.64118100756215846
-0.04965805369257858,0.0767953307972156,-0.14808565942853052,0.66170438895190598
-0.04965829152910281,0.07680279504903693,-0.1481841827385949,0.65173902659808647
-0.04966275338283494,0.07681093476884705,-0.14827677295354397,0.67125051479859654
-0.049665560437582267,0.07681549250295251,-0.14836830001076953,0.70450737017918641
-0.04966435709709062,0.07682108415004364,-0.1484667105021134,0.74410670568423565
-0.04967269408469279,0.07683012373955338,-0.1485670489842707,0.68590219242086314
-0.049672231838482406,0.07683643893042874,-0.1486567846202251,0.76078916861626433
-0.04967148382329705,0.07684206997272028,-0.1487534570804306,0.79500422495644107
-0.04967068463705649,0.07684697733644147,-0.14884594080647964,0.81647932631625686
-0.04967444858088021,0.07685007387569302,-0.14893712732162367,0.86160217141687112
-0.04967524952249629,0.07685666546997805,-0.14903841581449676,0.84397358067199557
-0.04967859202612061,0.0768571268247809,-0.14913176895163743,0.86772764284405568
-0.049676721537097325,0.07686308067718493,-0.14923313642187958,0.91505281640674596
-0.0496771920955905,0.07686090731489519,-0.14932310144673305,0.95174139677952452
-0.049680544773722975,0.07686373294087315,-0.14942085717128278,0.91322144315110565
-0.04968248289297286,0.07687076089297631,-0.14951469057893865,0.9907928863350437
-0.049681703983115354,0.07686618869112835,-0.14959327934309727,1.0768420478047667
-0.04967114578146407,0.07685914691484558,-0.14966310659320867,1.2149290486342765
-0.049667199557950466,0.07685202385643666,-0.14972965926110207,1.4714371205284482
-0.04966103438113173,0.07684116306659922,-0.1497969238261119,1.6405507312174621
-0.04965196287401445,0.07682662250569132,-0.14986702363742443,1.8507046337649891
-0.04964652853171895,0.0768133376728282,-0.14993677648276654,1.9913077592885746
-0.049641254505068656,0.0768043139729821,-0.150007314806274,2.138756136374393
-0.04963623874509265,0.07679373869980106,-0.15008199222408125,2.318481573257372
-0.04962995370010241,0.07678213199249562,-0.15015719136532424,2.4672368759171341
-0.04962210137199328,0.0767705659235501,-0.15022376698785314,2.6640702454819638
