joint_3_position,joint_5_position,joint_2_position,joint_1_position,joint_0_position,joint_4_position,arm_position_z,arm_position_y,arm_position_x
1.8240928183718774,0.64220122049744544,0.18504410121000001,-0.61422755915144633,0.41790024402291087,0.32779096293729165,-0.15181984787118827,0.10373085209512334,0.056245266534759857
1.803962583797363,0.55556363245016915,0.17768506288000002,-0.51758527996340087,0.44631990100005708,0.3768434663530848,-0.15347829786151304,0.085301692976145677,0.060622586000750572
1.771880022444231,0.45069785536615004,0.17220434876000001,-0.40918127860791143,0.47149601017002901,0.42220678427521097,-0.15484909048376827,0.066526423306418017,0.065138811714688036
1.7284742041429344,0.33313542732336537,0.16875621736000002,-0.29569571902118225,0.49557549127186101,0.46511064520155926,-0.156152161008588,0.047932092032405706,0.069625369169907358
1.6733257490065043,0.20623313125665721,0.16733159465000003,-0.17865770231230982,0.51977081336680642,0.50364213813541348,-0.15724214676415468,0.029113887045837773,0.074102206972283854
1.609580006187209,0.076273938921978701,0.16821696072000003,-0.063449973294628578,0.54225168876367391,0.53370216808381044,-0.15827575274741235,0.010555513092630281,0.078626210593254128
1.5387048052894396,-0.055814776052672627,0.17128009399000002,0.049170640210187452,0.5645240503729374,0.55816010154182416,-0.15908720460852335,-0.0084627143763968994,0.083096344685773052
1.4659423949003099,-0.18182619838494898,0.17635247676000002,0.15580613573747948,0.58454137398292738,0.57045738652071387,-0.1598385233413008,-0.027063542597200247,0.08754144343894657
1.395276883946025,-0.30118311733610026,0.18317355474000002,0.2571438365130535,0.60462047945591113,0.57769912100828225,-0.16049412773046706,-0.045802289583441291,0.09189265684755682
1.3281761020309772,-0.40867233936108011,0.19184314226000002,0.34708278356627215,0.61970297675927155,0.57769912100828225,-0.16104455461794034,-0.064374731972098365,0.096411181914720576
1.344112537735801,-0.43105413848356522,0.18506613814000003,0.38490100645134956,0.54330970316744276,0.50377877463517895,-0.16084928391743528,-0.068218122168296133,0.081368084013856437
1.4028257219114679,-0.34191793754586969,0.17632784725000003,0.29401988598747553,0.52496821259115944,0.49503403865019074,-0.16028704516170203,-0.050049900778823125,0.077039307196430956
1.4657327049568252,-0.22807747917164162,0.16902195681000001,0.19022635615789812,0.5021398142149518,0.48574275666614081,-0.15961304802723164,-0.031363835087088177,0.072529456518673624
