offset,error
-20,0.00022376149342666075
-19,0.00022146710616884348
-18,0.00021927215279348987
-17,0.00021717964981042453
-16,0.00021519258755637289
-15,0.00021331391434153418
-14,0.0002115465195780658
-13,0.00020989321602848886
-12,0.00020835672134778465
-11,0.0002069396391288651
-10,0.00020564443969510931
-9,0.00020447344091446736
-8,0.00020342878933548377
-7,0.00020251244196476466
-6,0.00020172614901613025
-5,0.00020107143796321857
-4,0.00020054959921784893
-3,0.00020016167373613239
-2,0.00019990844282314723
-1,0.00019979042036513949
0,0.00019980784766757595
1,0.00019996069101927484
2,0.00020024864203986914
3,0.00020067112080237548
4,0.00020122728165755381
5,0.000201916021624782
6,0.00020273599115765433
7,0.00020368560704402572
8,0.00020476306716089257
9,0.00020596636677603337
10,0.0002072933160706692
11,0.00020874155855088119
12,0.00021030859001936787
13,0.00021199177779208773
14,0.00021378837986540589
15,0.00021569556376647422
16,0.00021771042485154837
17,0.00021983000385130129
18,0.00022205130349844639
19,0.00022437130410858143
