offset,error
-40,0.0002614627975103181
-39,0.00025864606289146473
-38,0.00025593191751920757
-37,0.000253323660897504
-36,0.00025082459840055499
-35,0.00024843802727261453
-34,0.00024616722136925365
-33,0.00024401541470310314
-32,0.00024198578388956411
-31,0.00024008142962304998
-30,0.00023830535735030442
-29,0.00023666045734410782
-28,0.00023514948441585062
-27,0.00023377503753812946
-26,0.00023253953967699323
-25,0.00023144521815552383
-24,0.00023049408588527931
-23,0.00022968792380758475
-22,0.00022902826488208942
-21,0.00022851637994449807
-20,0.00022815326572874371
-19,0.00022793963531161945
-18,0.00022787591119071232
-17,0.00022796222115118781
-16,0.00022819839701534387
-15,0.00022858397630359076
-14,0.00022911820676872719
-13,0.00022980005370061918
-12,0.00023062820983741573
-11,0.00023160110766518081
-10,0.00023271693384204557
-9,0.00023397364544718014
-8,0.00023536898772975732
-7,0.00023690051301927703
-6,0.00023856560045537804
-5,0.00024036147620235397
-4,0.00024228523382921848
-3,0.00024433385455963389
-2,0.00024650422712488719
-1,0.00024879316698629927
