offset,error
-60,0.00022451464663297523
-59,0.00022193044916875442
-58,0.00021943379977995702
-57,0.00021702772790413818
-56,0.00021471528662595459
-55,0.00021249954078131629
-54,0.00021038355373919533
-53,0.00020837037288295348
-52,0.00020646301384322961
-51,0.00020466444356853628
-50,0.00020297756235664898
-49,0.00020140518500880519
-48,0.00019995002130816707
-47,0.00019861465606298107
-46,0.00019740152899119123
-45,0.00019631291475507461
-44,0.00019535090348016596
-43,0.0001945173821100298
-42,0.00019381401695604017
-41,0.00019324223779722147
-40,0.00019280322386958882
-39,0.00019249789205595718
-38,0.00019232688754680514
-37,0.00019229057719162226
-36,0.00019238904569979158
-35,0.00019262209478287606
-34,0.00019298924525897943
-33,0.00019348974206798405
-32,0.0001941225620765083
-31,0.000194886424486911
-30,0.00019577980360792633
-29,0.0001968009436978005
-28,0.00019794787555541102
-27,0.00019921843451185331
-26,0.00020061027946431884
-25,0.00020212091259518973
-24,0.00020374769943103428
-23,0.00020548788891750863
-22,0.00020733863321442366
-21,0.00020929700694950212
