x-position,y-position,z-position,wrench
0.015401940048357366,-0.0942330550822828,-0.19242864763667172,-0.27899352242180642
0.015404933239442963,-0.09423945804970338,-0.19246434375005383,0.079769422230708473
0.015411701018751374,-0.09425765378590163,-0.19252424422670555,0.26986765090867271
0.015415055013361857,-0.09427968217171204,-0.19260001209112806,0.35495041092870128
0.015420491254495409,-0.09429608044807108,-0.1926827085406085,0.40735160787699221
0.015430121262986828,-0.09431032472443406,-0.19276778131845845,0.47517537203613514
0.01543467542002496,-0.09432626656455277,-0.1928580002080472,0.51780382285632143
0.015442548411277656,-0.09433705224753788,-0.19295191783562068,0.5066176627080724
0.015447626936895872,-0.09434930529102892,-0.19304523001857485,0.56971661032792653
0.015451390646298803,-0.09436587031021915,-0.19314387499514235,0.56420344276879619
0.015458582128596425,-0.0943810767498694,-0.1932358866292261,0.54802036629766704
0.015463005019853905,-0.09438536513807452,-0.19332455587801847,0.6091776935369746
0.015467564545703775,-0.09439189730788473,-0.19341800371513804,0.65518070387084482
0.015471533502014554,-0.0944060688011756,-0.19351922750300415,0.58353912081264225
0.015474878447432295,-0.09441447223798174,-0.1936131873243264,0.59502271093167169
0.015479387497277213,-0.09441894548657725,-0.1937031807952423,0.64629370255951391
0.015482596081031726,-0.09442433951063273,-0.19380170924720153,0.700104774762491
0.01548595344318938,-0.09442895350591138,-0.19389604931219404,0.64578630248108737
0.015486310839622448,-0.09443381168401996,-0.19399050285895164,0.66231820829753174
0.015485453987111349,-0.094440337325137,-0.19408857060585072,0.71201287626607668
0.015487161959469642,-0.09444213008110992,-0.194184498619372,0.73186667346768208
0.01548701335227901,-0.09444407251714311,-0.19427316244369594,0.79693367186767528
0.015487834033038833,-0.0944565377192306,-0.19437995816369794,0.72920300508754576
0.015486302301876536,-0.09446105916679927,-0.19447035486373526,0.78490123027731129
0.015486677106335096,-0.09446423307574638,-0.19456558138540614,0.79586913178431362
0.015486377116432148,-0.09447038308828051,-0.19467096580611987,0.77234386172660563
0.015486863809484957,-0.0944754800581962,-0.19477111731660238,0.74124658847812441
0.015484973873642846,-0.09447612035712374,-0.1948576181072573,0.77952757279960827
0.015484225642284907,-0.09446987843966057,-0.1949213611733276,1.0318355612579255
0.015483219811700534,-0.09446345872801426,-0.19498231685031417,1.2496762305478912
0.015483514255963499,-0.09445578663053153,-0.19504387531235837,1.4447209233869407
0.01548069499259859,-0.09444753450054513,-0.19510451172063786,1.6766618007134262
0.015482812708412206,-0.09443831476700298,-0.1951665576209831,1.8888819097229999
0.01548062276846322,-0.09442661539231313,-0.1952315816888351,2.0967806889867711
0.01548204907554005,-0.09441831395193968,-0.19529199044891668,2.3395856624690623
0.015479729667912332,-0.09440960328320283,-0.19535556575998175,2.5086975169176742
